"area","d21","d22","d23","d24","d25","d26","d27","d28","d29","d210","d211","d41","d42","d43","d5","d6","d7","d8","d9","min_station","min_park","aread21","aread22","aread23","aread24","aread25","aread26","aread27","aread28","aread29","aread210","aread211","d41d21","d41d22","d41d23","d41d24","d41d25","d41d26","d41d27","d41d28","d41d29","d41d210","d41d211","d42d21","d42d22","d42d23","d42d24","d42d25","d42d26","d42d27","d42d28","d42d29","d42d210","d42d211","d43d21","d43d22","d43d23","d43d24","d43d25","d43d26","d43d27","d43d28","d43d29","d43d210","d43d211","area_square","area2d21","area2d22","area2d23","area2d24","area2d25","area2d26","area2d27","area2d28","area2d29","area2d210","area2d211"
"5643",14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,496.027239150235,118.888933762512,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,196,0,0,0,0,0,0,0,0,0
"5644",9.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,638.288185789297,284.227207455909,0,9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.04,0,96.04,0,0,0,0,0,0,0,0,0
"5645",10.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,464.86466135628,179.792146368068,0,10.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.81,0,118.81,0,0,0,0,0,0,0,0,0
"5646",68.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,468.52592232884,185.509926714914,0,0,0,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4664.89,0,0,0,4664.89,0,0,0,0,0,0,0
"5647",28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,165.986448535941,285.84163805441,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,784,0,0,0,0,0
"5648",38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585.449652403137,169.964708496014,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,0,0,0,0,0,1444,0,0,0,0,0
"5649",28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,210.453070354845,224.486842491794,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,784,0,0,0,0,0,0,0,0,0,0
"5650",120.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.497599780753,242.464040236002,0,0,0,0,0,120.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14544.36,0,0,0,0,0,14544.36,0,0,0,0,0
"5651",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,431.351509333771,707.829304897496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,0,0,0,0,0,0,0,0,0,0
"5652",30.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,734.604481606593,363.551172995067,0,0,0,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.04,0,0,0,912.04,0,0,0,0,0,0,0
"5653",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,237.921099454802,121.325195459637,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0
"5654",28.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,618.969527374332,73.4355266772232,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.96,0,0,0,0,0,0,0,0,0,0,817.96
"5655",6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,387.142092361974,177.397851145277,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0
"5656",28.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,120.571708535152,41.7632076459939,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.25,0,812.25,0,0,0,0,0,0,0,0,0
"5657",57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,654.469655724237,337.412680379562,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0,0,3249,0
"5658",70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,884.236843599155,50.616972247004,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,0,0,0,0,4900,0,0,0
"5659",43.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,532.593278568414,213.616034983348,0,0,0,0,0,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.69,0,0,0,0,0,1909.69,0,0,0,0,0
"5660",12.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,190.413989990564,171.253761669582,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.41,0,166.41,0,0,0,0,0,0,0,0,0
"5661",52.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,453.123840643077,213.643666935421,0,0,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787.84,0,0,2787.84,0,0,0,0,0,0,0,0
"5662",4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,715.882471697328,105.99244639014,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0
"5663",43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.596702400889,187.622996835105,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,0,1849,0,0,0,0,0,0,0,0,0
"5664",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,300.139160493965,143.40672919565,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0
"5665",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,107.539991690539,296.806087523167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0
"5666",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,107.539991690539,296.806087523167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0
"5667",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,337.555193102324,222.633228552745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
"5668",8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,496.027239150235,118.888933762512,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0
"5669",14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,496.027239150235,118.888933762512,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,196,0,0,0,0,0,0,0,0,0
"5670",20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,875.928786024175,438.623371427116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.81,0,0,0,0,0,0,0,0,0,0,0
"5671",95.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,418.122699076816,19.6214396340663,0,0,0,0,0,0,0,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063.04,0,0,0,0,0,0,0,9063.04,0,0,0
"5672",101.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,652.535001637516,146.835070074823,0,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10363.24,0,10363.24,0,0,0,0,0,0,0,0,0
"5673",34.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,249.847156306203,42.2258820182813,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.81,1162.81,0,0,0,0,0,0,0,0,0,0
"5674",48.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.847156306203,42.2258820182813,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323.24,2323.24,0,0,0,0,0,0,0,0,0,0
"5675",43.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177.682463516854,170.741228690833,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.24,0,1866.24,0,0,0,0,0,0,0,0,0
"5676",25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,249.847156306203,42.2258820182813,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.81,670.81,0,0,0,0,0,0,0,0,0,0
"5677",16.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,327.407398973096,145.830127542123,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.44,0,262.44,0,0,0,0,0,0,0,0,0
"5678",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,188.225418004676,20.8021829372867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"5679",5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,89.4596893872025,235.16724318717,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0
"5680",62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,746.884459672381,175.979639201945,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,0,0,0,0,0,3844,0
"5681",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,282.74065910726,462.678007717439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"5682",12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,487.050481325498,270.208719341179,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,144,0,0,0,0,0,0,0,0,0
"5683",32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350.018607510475,59.5707976222773,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,1024,0,0
"5684",26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,843.807730783298,541.764544102466,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,676,0,0
"5685",26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,303.813719836602,113.170619835539,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,676,0,0,0,0,0,0,0
"5686",4.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,504.737082832391,61.247613356045,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0,20.25,0,0,0,0,0,0,0,0,0
"5687",6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,159.251292305957,232.750494382009,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,0
"5688",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,202.0620966791,32.5528395580435,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0
"5689",39.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,534.798489534539,129.145687837721,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552.36,0,0,0,0,1552.36,0,0,0,0,0,0
"5690",17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,534.798489534539,129.145687837721,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,289,0,0,0,0,0,0
"5691",6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,818.931616712594,385.586904208007,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0
"5692",11.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,387.142092361974,177.397851145277,0,11.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.69,0,127.69,0,0,0,0,0,0,0,0,0
"5693",10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,323.489378814759,136.12004650283,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0
"5694",8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,332.754517075019,160.766760541948,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0
"5695",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,188.225418004676,20.8021829372867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"5696",136.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.669131375159,81.6255605291039,0,0,0,136.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18577.69,0,0,0,18577.69,0,0,0,0,0,0,0
"5697",58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,506.430808135007,283.168051937996,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,3364,0,0,0,0,0,0,0
"5698",25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7809994876651,308.81211996315,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,625,0,0,0,0,0,0,0
"5699",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.555495622656,161.559004068848,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0
"5700",40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.772243814403,117.986961305593,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,1600,0,0,0,0,0,0,0,0
"5701",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.555495622656,161.559004068848,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0
"5702",24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,573.447766631066,111.927752401713,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,576,0,0,0,0,0,0
"5703",15.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,517.923805573124,112.236459841503,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.49,0,0,0,0,246.49,0,0,0,0,0,0
"5704",52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,905.415167785331,248.316944254263,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,2704,0,0,0,0,0,0
"5705",20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,340.722941204504,84.5771344218737,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,400,0,0,0,0,0
"5706",40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1005.6046799232,146.392276732645,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,1600,0,0,0
"5707",15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,224.27621815914,43.1706741543972,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,225,0,0,0,0,0
"5708",6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,318.966792485139,86.6476514736923,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,0
"5709",32.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1009.81426370744,22.7874118418476,0,0,0,0,0,0,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.76,0,0,0,0,0,0,1062.76,0,0,0,0
"5710",12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,307.681932448275,310.788948667025,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,144,0,0,0,0
"5711",12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,874.283167612633,200.411444612524,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,144,0,0,0,0,0,0,0,0
"5712",10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,102.728063174454,98.245300870599,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,100,0
"5713",8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,335.460841585683,153.064329956574,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0
"5714",7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,636.960889993458,51.9084034058963,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0
"5715",44.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,193.653764814299,120.889239718245,0,0,0,0,0,0,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.16,0,0,0,0,0,0,1989.16,0,0,0,0
"5716",6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,317.65886040142,246.352827176776,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,0
"5717",8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,504.272711368294,159.202986929464,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,64,0,0,0,0,0,0,0
"5718",5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,938.908543314328,220.55423380743,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,25,0,0
"5719",34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1348.97947529175,509.835901032336,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,0,1156,0,0
"5720",20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.361541187205,91.5729603349567,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,400,0,0,0,0,0,0,0,0
