"area","d21","d22","d23","d24","d25","d26","d27","d28","d29","d210","d211","d41","d42","d43","d5","d6","d7","d8","d9","min_station","min_park","aread21","aread22","aread23","aread24","aread25","aread26","aread27","aread28","aread29","aread210","aread211","d41d21","d41d22","d41d23","d41d24","d41d25","d41d26","d41d27","d41d28","d41d29","d41d210","d41d211","d42d21","d42d22","d42d23","d42d24","d42d25","d42d26","d42d27","d42d28","d42d29","d42d210","d42d211","d43d21","d43d22","d43d23","d43d24","d43d25","d43d26","d43d27","d43d28","d43d29","d43d210","d43d211","area_square","area2d21","area2d22","area2d23","area2d24","area2d25","area2d26","area2d27","area2d28","area2d29","area2d210","area2d211"
"2557",27.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,271.469076888137,195.936349410044,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.84,0,739.84,0,0,0,0,0,0,0,0,0
"2558",23.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,330.002420170129,199.087911317173,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.21,0,571.21,0,0,0,0,0,0,0,0,0
"2559",62.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,593.700806813688,215.846696009194,0,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868.84,0,3868.84,0,0,0,0,0,0,0,0,0
"2560",62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,528.710347065406,156.655738151308,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,0,0,3844,0,0,0,0
"2561",66.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,582.658407425577,261.7766175562,0,0,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408.96,0,0,4408.96,0,0,0,0,0,0,0,0
"2562",46.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,483.992038681319,261.46639558595,0,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152.96,0,2152.96,0,0,0,0,0,0,0,0,0
"2563",52.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,739.868863943062,59.3978362359161,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766.76,0,0,0,0,0,0,0,2766.76,0,0,0
"2564",31.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,608.332535536956,91.8632958802991,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.24,0,0,0,0,0,1011.24,0,0,0,0,0
"2565",66.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,257.599668977034,86.0124284901301,0,0,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408.96,0,0,4408.96,0,0,0,0,0,0,0,0
"2566",40.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,330.002420170129,199.087911317173,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648.36,0,1648.36,0,0,0,0,0,0,0,0,0
"2567",61.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,184.94484342624,186.313242423892,0,0,0,0,0,0,0,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819.24,0,0,0,0,0,0,0,3819.24,0,0,0
"2568",44.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,428.745808281925,94.1968216625481,0,0,0,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.16,0,0,0,1989.16,0,0,0,0,0,0,0
"2569",50.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,463.622645348441,367.529442835605,0,0,0,0,0,0,0,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570.49,0,0,0,0,0,0,0,2570.49,0,0,0
"2570",79.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,689.00801479215,245.511689936767,0,0,0,0,0,0,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6304.36,0,0,0,0,0,0,6304.36,0,0,0,0
"2571",20.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,333.660079477529,296.430983089451,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.49,0,428.49,0,0,0,0,0,0,0,0,0
"2572",75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,174.711625407111,61.3792469854855,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,0,0,0,0,0,5625,0,0,0,0,0
"2573",27.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,424.252043644418,125.924516248778,0,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.76,0,0,0,750.76,0,0,0,0,0,0,0
"2574",136.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,242.067643316433,136.494630522272,0,0,0,0,0,136.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18741.61,0,0,0,0,0,18741.61,0,0,0,0,0
"2575",43.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,193.653764814299,120.889239718245,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.21,0,0,0,0,0,0,1927.21,0,0,0,0
"2576",12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,624.778497878841,245.071518204524,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,144,0,0,0,0,0,0,0,0,0
"2577",84.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,428.567628849329,366.556253738001,0,0,0,0,0,0,0,0,84.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7174.09,0,0,0,0,0,0,0,0,7174.09,0,0
"2578",12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,486.525648315818,65.7417578855611,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,144,0,0
"2579",41.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1227.18543231243,189.186146995116,0,0,0,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747.24,0,0,0,0,0,0,1747.24,0,0,0,0
"2580",27.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,174.711625407111,61.3792469854855,0,0,0,0,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.29,0,0,0,0,0,767.29,0,0,0,0,0
"2581",60.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,264.411790738002,217.524399828964,0,0,0,0,0,0,0,0,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648.16,0,0,0,0,0,0,0,0,3648.16,0,0
"2582",44.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,620.637000782999,102.136036818339,0,0,0,0,0,0,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.09,0,0,0,0,0,0,1998.09,0,0,0,0
"2583",14.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,283.204813707166,126.911244046888,0,14.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.04,0,219.04,0,0,0,0,0,0,0,0,0
"2584",65.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,652.535001637516,146.835070074823,0,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4238.01,0,4238.01,0,0,0,0,0,0,0,0,0
"2585",34.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,383.930649363509,93.4549406339262,0,0,0,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.09,0,0,0,1204.09,0,0,0,0,0,0,0
"2586",63.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,290.765518108262,111.567681341919,0,0,0,0,0,0,0,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070.44,0,0,0,0,0,0,0,4070.44,0,0,0
"2587",14.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.49353457967,164.510338388319,0,14.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.01,0,222.01,0,0,0,0,0,0,0,0,0
"2588",54.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,510.202473032759,202.309804276144,0,54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003.04,0,3003.04,0,0,0,0,0,0,0,0,0
"2589",73.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,508.996011672571,104.278663157566,0,0,0,0,0,0,0,0,0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387.56,0,0,0,0,0,0,0,0,0,5387.56,0
"2590",51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189.272166045862,43.2282805924925,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,2601,0,0,0,0,0,0,0,0,0,0
"2591",60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,835.341305580394,187.183601950816,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,3600,0,0,0,0
"2592",69.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,689.00801479215,245.511689936767,0,0,0,0,0,0,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844.16,0,0,0,0,0,0,4844.16,0,0,0,0
"2593",53.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1520.62442378106,449.958989607546,0,0,0,0,0,0,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819.61,0,0,0,0,0,0,2819.61,0,0,0,0
"2594",78.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,271.469076888137,195.936349410044,0,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6115.24,0,6115.24,0,0,0,0,0,0,0,0,0
"2595",15.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,148.197542301076,309.294289352652,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.49,0,0,0,0,0,246.49,0,0,0,0,0
"2596",55.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,775.051402588853,94.8154644191736,0,0,0,0,0,0,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080.25,0,0,0,0,0,0,3080.25,0,0,0,0
"2597",43.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1568.46847799277,0.435535544086971,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.21,0,0,0,0,0,0,1927.21,0,0,0,0
"2598",90.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1237.1510972144,271.733561077671,0,0,0,0,0,0,90.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8208.36,0,0,0,0,0,0,8208.36,0,0,0,0
"2599",88.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,652.535001637516,146.835070074823,0,88.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761.61,0,7761.61,0,0,0,0,0,0,0,0,0
"2600",39.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,322.635975917942,271.01781986292,0,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.49,0,1544.49,0,0,0,0,0,0,0,0,0
"2601",51.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,463.622645348441,367.529442835605,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611.21,0,0,0,0,0,0,0,2611.21,0,0,0
"2602",70.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,739.868863943062,59.3978362359161,0,0,0,0,0,0,0,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914.01,0,0,0,0,0,0,0,4914.01,0,0,0
"2603",43.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,314.695080040084,269.166721663105,0,0,0,0,0,0,0,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857.61,0,0,0,0,0,0,0,0,1857.61,0,0
"2604",23.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,286.657457493898,93.6862886946818,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.25,0,0,0,0,0,0,0,552.25,0,0,0
"2605",73.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1237.1510972144,271.733561077671,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5402.25,0,0,0,0,0,0,5402.25,0,0,0,0
"2606",72.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1237.1510972144,271.733561077671,0,0,0,0,0,0,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314.41,0,0,0,0,0,0,5314.41,0,0,0,0
"2607",44.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1419.94248515375,301.445048545745,0,0,0,0,0,0,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.09,0,0,0,0,0,0,1998.09,0,0,0,0
"2608",39.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1339.43137272951,88.8209834535992,0,0,0,0,0,0,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.49,0,0,0,0,0,0,1544.49,0,0,0,0
"2609",96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,508.202024745333,202.570988148545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9389.61,0,0,0,0,0,0,0,0,0,0,0
"2610",58.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1227.18543231243,189.186146995116,0,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422.25,0,0,0,0,0,0,3422.25,0,0,0,0
"2611",114.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,508.202024745333,202.570988148545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13133.16,0,0,0,0,0,0,0,0,0,0,0
"2612",37.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.8828378164961,72.3683951836031,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.76,0,0,0,0,0,0,0,0,1398.76,0,0
"2613",40.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,333.660079477529,296.430983089451,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616.04,0,1616.04,0,0,0,0,0,0,0,0,0
"2614",25.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,334.835312354302,158.630204195091,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.16,0,0,0,0,0,645.16,0,0,0,0,0
"2615",27.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1237.1510972144,271.733561077671,0,0,0,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.76,0,0,0,0,0,0,761.76,0,0,0,0
"2616",69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,445.018588123759,203.407911175049,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,0,4761,0,0,0,0,0,0,0,0,0
"2617",103.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2624.52366055048,777.432921891893,0,0,0,0,0,0,0,103.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10753.69,0,0,0,0,0,0,0,10753.69,0,0,0
"2618",62.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1843.53523314375,194.042228431674,0,0,0,0,0,0,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881.29,0,0,0,0,0,0,3881.29,0,0,0,0
"2619",64.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,618.609912712853,172.008447027152,0,0,0,0,0,0,0,0,64.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186.09,0,0,0,0,0,0,0,0,4186.09,0,0
"2620",75.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1371.29501865513,555.904438277473,0,0,0,0,0,0,0,75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730.49,0,0,0,0,0,0,0,5730.49,0,0,0
"2621",56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3641.10652633312,1600.49271395681,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,3136,0,0,0,0
"2622",29.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,552.962074357436,214.386866624605,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.25,0,870.25,0,0,0,0,0,0,0,0,0
"2623",44.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,237.264063649788,235.712291736478,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.36,0,0,0,0,0,0,1971.36,0,0,0,0
"2624",15.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,145.989168142853,156.573694001288,15.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.01,228.01,0,0,0,0,0,0,0,0,0,0
"2625",4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,514.895965430727,133.710594267384,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0
"2626",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,451.800982655281,43.3846122746661,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,324,0,0,0,0,0,0,0,0
"2627",98.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,193.653764814299,120.889239718245,0,0,0,0,0,0,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721.96,0,0,0,0,0,0,9721.96,0,0,0,0
"2628",13.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,333.660079477529,296.430983089451,0,13.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.25,0,182.25,0,0,0,0,0,0,0,0,0
"2629",17.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,294.342877718466,80.5292764714699,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.29,0,0,0,0,0,0,299.29,0,0,0,0
"2630",81.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,736.626578950726,335.139059102848,0,0,0,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6625.96,0,0,0,0,0,0,0,0,6625.96,0,0
"2631",48.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,591.755774919759,58.9296536832307,0,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313.61,0,0,0,2313.61,0,0,0,0,0,0,0
"2632",62.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,739.868863943062,59.3978362359161,0,0,0,0,0,0,0,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956.41,0,0,0,0,0,0,0,3956.41,0,0,0
